1,1,1293,462,69,196,-1,-1,-1,-1
1,2,249,447,107,264,-1,-1,-1,-1
1,3,1253,537,63,124,-1,-1,-1,-1
1,4,-204,252,353,717,-1,-1,-1,-1
1,5,1703,377,158,362,-1,-1,-1,-1
1,6,1845,343,172,409,-1,-1,-1,-1
2,1,1295,460,72,201,-1,-1,-1,-1
2,3,1255,535,63,128,-1,-1,-1,-1
2,2,254,450,106,262,-1,-1,-1,-1
2,4,-188,248,342,716,-1,-1,-1,-1
2,5,1692,373,162,369,-1,-1,-1,-1
2,6,1852,338,177,428,-1,-1,-1,-1
3,1,1295,458,74,202,-1,-1,-1,-1
3,3,1258,535,61,129,-1,-1,-1,-1
3,4,-172,251,324,693,-1,-1,-1,-1
3,2,257,450,108,264,-1,-1,-1,-1
3,5,1690,371,163,372,-1,-1,-1,-1
3,6,1857,337,177,433,-1,-1,-1,-1
4,1,1297,456,74,205,-1,-1,-1,-1
4,3,1262,536,58,125,-1,-1,-1,-1
4,4,-180,244,338,691,-1,-1,-1,-1
4,5,1690,368,161,374,-1,-1,-1,-1
4,2,258,453,113,262,-1,-1,-1,-1
4,6,1866,332,178,442,-1,-1,-1,-1
5,1,1300,455,73,205,-1,-1,-1,-1
5,3,1266,536,55,123,-1,-1,-1,-1
5,4,-204,238,367,693,-1,-1,-1,-1
5,5,1690,367,160,373,-1,-1,-1,-1
5,6,1871,331,175,440,-1,-1,-1,-1
5,2,261,452,112,256,-1,-1,-1,-1
6,1,1302,455,73,204,-1,-1,-1,-1
6,3,1269,535,54,125,-1,-1,-1,-1
6,4,-202,237,374,705,-1,-1,-1,-1
6,5,1690,368,158,373,-1,-1,-1,-1
6,6,1870,333,173,441,-1,-1,-1,-1
6,2,268,449,108,259,-1,-1,-1,-1
7,1,1303,456,76,204,-1,-1,-1,-1
7,3,1271,536,53,124,-1,-1,-1,-1
7,4,-197,234,385,714,-1,-1,-1,-1
7,5,1688,369,157,374,-1,-1,-1,-1
7,2,271,446,107,261,-1,-1,-1,-1
7,6,1872,339,164,427,-1,-1,-1,-1
8,3,1273,535,53,125,-1,-1,-1,-1
8,1,1305,455,77,204,-1,-1,-1,-1
8,4,-202,235,403,723,-1,-1,-1,-1
8,5,1687,372,156,371,-1,-1,-1,-1
8,2,279,448,98,261,-1,-1,-1,-1
8,6,1872,341,163,422,-1,-1,-1,-1
9,3,1275,535,53,125,-1,-1,-1,-1
9,1,1305,454,79,205,-1,-1,-1,-1
9,4,-178,226,376,731,-1,-1,-1,-1
9,2,278,447,101,260,-1,-1,-1,-1
9,5,1687,373,154,370,-1,-1,-1,-1
9,6,1872,336,165,431,-1,-1,-1,-1
10,3,1277,534,53,127,-1,-1,-1,-1
10,1,1307,454,80,207,-1,-1,-1,-1
10,2,283,446,100,261,-1,-1,-1,-1
10,4,-160,217,363,740,-1,-1,-1,-1
10,5,1687,373,154,373,-1,-1,-1,-1
10,6,1870,333,168,438,-1,-1,-1,-1
11,3,1279,534,52,127,-1,-1,-1,-1
11,1,1309,455,81,207,-1,-1,-1,-1
11,2,284,446,101,261,-1,-1,-1,-1
11,4,-153,219,360,722,-1,-1,-1,-1
11,5,1685,374,154,373,-1,-1,-1,-1
11,7,1787,438,66,183,-1,-1,-1,-1
11,6,1870,332,169,443,-1,-1,-1,-1
12,1,1310,456,80,208,-1,-1,-1,-1
12,3,1280,535,51,127,-1,-1,-1,-1
12,2,282,445,104,261,-1,-1,-1,-1
12,4,-165,227,377,709,-1,-1,-1,-1
12,5,1685,373,154,376,-1,-1,-1,-1
12,7,1787,432,68,195,-1,-1,-1,-1
12,6,1869,330,169,446,-1,-1,-1,-1
13,1,1313,456,79,208,-1,-1,-1,-1
13,3,1282,536,52,127,-1,-1,-1,-1
13,2,284,445,103,264,-1,-1,-1,-1
13,4,-144,210,348,733,-1,-1,-1,-1
13,5,1684,372,154,377,-1,-1,-1,-1
13,7,1788,434,74,196,-1,-1,-1,-1
13,6,1871,317,178,468,-1,-1,-1,-1
14,1,1315,457,77,206,-1,-1,-1,-1
14,3,1284,535,51,129,-1,-1,-1,-1
14,2,286,445,104,265,-1,-1,-1,-1
14,5,1679,370,155,379,-1,-1,-1,-1
14,4,-142,208,357,728,-1,-1,-1,-1
