1,1,1521,559,50,122,-1,-1,-1,-1
1,2,1613,552,52,124,-1,-1,-1,-1
1,3,1444,507,29,77,-1,-1,-1,-1
1,4,121,699,49,107,-1,-1,-1,-1
1,5,272,576,45,146,-1,-1,-1,-1
1,6,652,522,25,71,-1,-1,-1,-1
1,7,542,544,31,89,-1,-1,-1,-1
1,8,191,569,48,155,-1,-1,-1,-1
1,9,1477,517,35,78,-1,-1,-1,-1
1,10,504,545,32,88,-1,-1,-1,-1
1,11,673,518,23,64,-1,-1,-1,-1
1,12,-39,656,89,235,-1,-1,-1,-1
1,13,790,507,15,42,-1,-1,-1,-1
1,14,640,520,24,67,-1,-1,-1,-1
1,15,1450,488,17,41,-1,-1,-1,-1
1,16,774,504,16,45,-1,-1,-1,-1
1,17,1070,488,15,30,-1,-1,-1,-1
1,18,827,509,14,42,-1,-1,-1,-1
1,19,1183,485,13,34,-1,-1,-1,-1
1,20,1269,487,16,41,-1,-1,-1,-1
1,21,1372,515,31,98,-1,-1,-1,-1
2,4,109,707,50,103,-1,-1,-1,-1
2,3,1447,505,29,74,-1,-1,-1,-1
2,2,1617,549,54,126,-1,-1,-1,-1
2,1,1525,556,52,122,-1,-1,-1,-1
2,6,650,520,26,69,-1,-1,-1,-1
2,7,540,546,32,89,-1,-1,-1,-1
2,5,263,578,46,142,-1,-1,-1,-1
2,8,182,573,50,150,-1,-1,-1,-1
2,10,501,545,32,87,-1,-1,-1,-1
2,21,1374,514,30,95,-1,-1,-1,-1
2,9,1481,512,35,78,-1,-1,-1,-1
2,18,827,506,15,42,-1,-1,-1,-1
2,11,673,518,23,63,-1,-1,-1,-1
2,12,-42,673,85,219,-1,-1,-1,-1
2,14,637,521,22,66,-1,-1,-1,-1
2,16,773,502,17,44,-1,-1,-1,-1
2,20,1273,486,17,41,-1,-1,-1,-1
2,15,1452,485,19,44,-1,-1,-1,-1
2,17,1074,486,14,28,-1,-1,-1,-1
2,13,790,503,15,43,-1,-1,-1,-1
3,8,173,583,53,152,-1,-1,-1,-1
3,2,1623,549,63,124,-1,-1,-1,-1
3,1,1533,554,53,124,-1,-1,-1,-1
3,3,1451,501,28,79,-1,-1,-1,-1
3,7,539,552,32,89,-1,-1,-1,-1
3,4,101,720,45,104,-1,-1,-1,-1
3,6,649,526,27,73,-1,-1,-1,-1
3,10,499,551,33,90,-1,-1,-1,-1
3,9,1484,510,37,80,-1,-1,-1,-1
3,5,256,587,49,152,-1,-1,-1,-1
3,11,673,521,24,67,-1,-1,-1,-1
3,14,636,528,23,65,-1,-1,-1,-1
3,18,828,510,14,42,-1,-1,-1,-1
3,20,1273,485,17,42,-1,-1,-1,-1
3,16,773,506,17,45,-1,-1,-1,-1
3,21,1379,512,30,96,-1,-1,-1,-1
3,12,-48,694,83,222,-1,-1,-1,-1
3,13,790,508,16,44,-1,-1,-1,-1
3,17,1075,489,14,28,-1,-1,-1,-1
3,15,1452,483,19,47,-1,-1,-1,-1
3,19,1184,482,15,36,-1,-1,-1,-1
